Property Type,Price (Per Annum),Location,Bedrooms,Property Category,Price (Converted to Naira),District,Price(Float)
flat / apartment,"₦35,000,000","Ministers Hills, Maitama District, Abuja",2,Apartment,"₦35,000,000.00",Maitama,"35,000,000.00"
flat / apartment,"₦6,000,000","Area 1 Axis., Durumi, Abuja",3,Apartment,"₦6,000,000.00",Durumi,"6,000,000.00"
terraced duplex,"₦19,000,000","Utako, Abuja",4,Duplex,"₦19,000,000.00",Utako,"19,000,000.00"
flat / apartment,"₦10,000,000","By Gilmore, Jahi, Abuja",3,Apartment,"₦10,000,000.00",Jahi,"10,000,000.00"
terraced duplex,"₦13,000,000","Diplomatic Zone, Life Camp, Abuja",3,Duplex,"₦13,000,000.00",Life Camp,"13,000,000.00"
flat / apartment,"₦20,000,000","Guzape District, Abuja",2,Apartment,"₦20,000,000.00",Guzape,"20,000,000.00"
terraced duplex,"₦15,000,000","Guzape, Guzape District, Abuja",4,Duplex,"₦15,000,000.00",Guzape,"15,000,000.00"
flat / apartment,"₦6,000,000","Guzape District, Abuja",2,Apartment,"₦6,000,000.00",Guzape,"6,000,000.00"
detached duplex,"₦60,000,000","Coza, Guzape District, Abuja",5,Duplex,"₦60,000,000.00",Guzape,"60,000,000.00"
semi-detached duplex,"₦40,000,000","Guzape District, Abuja",4,Duplex,"₦40,000,000.00",Guzape,"40,000,000.00"
house,"₦12,000,000","Diplomatic Zone, Asokoro District, Abuja",3,House,"₦12,000,000.00",Asokoro,"12,000,000.00"
terraced duplex,"₦12,000,000","Jahi, Abuja",4,Duplex,"₦12,000,000.00",Jahi,"12,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦8,000,000","Katampe Extension, Katampe, Abuja",3,Apartment,"₦8,000,000.00",Katampe,"8,000,000.00"
flat / apartment,"₦8,500,000","Near New Judges Quarters, Katampe (Main), Katampe, Abuja",3,Apartment,"₦8,500,000.00",Katampe,"8,500,000.00"
detached duplex,"₦30,000,000","Naf, Asokoro District, Abuja",5,Duplex,"₦30,000,000.00",Asokoro,"30,000,000.00"
terraced duplex,"₦25,000,000","Guzape District, Abuja",4,Duplex,"₦25,000,000.00",Guzape,"25,000,000.00"
house,"₦20,000,000","Guzape District, Abuja",4,House,"₦20,000,000.00",Guzape,"20,000,000.00"
detached duplex,"₦25,000,000","Guzape Hills, Guzape District, Abuja",5,Duplex,"₦25,000,000.00",Guzape,"25,000,000.00"
terraced duplex,"₦18,000,000","Gilmore, Jahi, Abuja",4,Duplex,"₦18,000,000.00",Jahi,"18,000,000.00"
flat / apartment,"₦8,000,000","Gilmore, Jahi, Abuja",3,Apartment,"₦8,000,000.00",Jahi,"8,000,000.00"
flat / apartment,"₦8,500,000","Gilmore, Jahi, Abuja",3,Apartment,"₦8,500,000.00",Jahi,"8,500,000.00"
terraced duplex,"₦5,500,000","Lokogoma District, Abuja",2,Duplex,"₦5,500,000.00",Lokogoma,"5,500,000.00"
terraced duplex,"₦20,000,000","Guzape District, Abuja",5,Duplex,"₦20,000,000.00",Guzape,"20,000,000.00"
detached duplex,"₦150,000,000","Maitama District, Abuja",4,Duplex,"₦150,000,000.00",Maitama,"150,000,000.00"
terraced duplex,"₦35,000,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦35,000,000.00",Katampe,"35,000,000.00"
flat / apartment,"₦9,000,000","Gilmore, Jahi, Abuja",3,Apartment,"₦9,000,000.00",Jahi,"9,000,000.00"
terraced duplex,"₦35,000,000","Guzape District, Abuja",4,Duplex,"₦35,000,000.00",Guzape,"35,000,000.00"
semi-detached duplex,"₦16,000,000","Gilmore, Jahi, Abuja",4,Duplex,"₦16,000,000.00",Jahi,"16,000,000.00"
semi-detached duplex,"₦16,000,000","Jahi, Abuja",4,Duplex,"₦16,000,000.00",Jahi,"16,000,000.00"
semi-detached duplex,"₦16,000,000","Jahi, Abuja",4,Duplex,"₦16,000,000.00",Jahi,"16,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦8,000,000","Katampe Extension, Katampe, Abuja",3,Apartment,"₦8,000,000.00",Katampe,"8,000,000.00"
flat / apartment,"₦22,000,000","Katampe Extension, Katampe, Abuja",3,Apartment,"₦22,000,000.00",Katampe,"22,000,000.00"
flat / apartment,"₦6,000,000","Katampe (Main), Katampe, Abuja",3,Apartment,"₦6,000,000.00",Katampe,"6,000,000.00"
flat / apartment,"₦4,200,000","News Engineering, Dawaki, Gwarinpa, Abuja",3,Apartment,"₦4,200,000.00",Gwarinpa,"4,200,000.00"
semi-detached duplex,"₦20,000,000","Admiralty Estate, Asokoro District, Abuja",4,Duplex,"₦20,000,000.00",Asokoro,"20,000,000.00"
semi-detached duplex,"₦120,000,000","Maitama District, Abuja",8,Duplex,"₦120,000,000.00",Maitama,"120,000,000.00"
semi-detached duplex,"₦30,000,000","Mabushi, Abuja",5,Duplex,"₦30,000,000.00",Mabushi,"30,000,000.00"
semi-detached duplex,"₦35,000,000","Maitama District, Abuja",3,Duplex,"₦35,000,000.00",Maitama,"35,000,000.00"
semi-detached duplex,"₦40,000,000","Off Ty Danjuma, Asokoro District, Abuja",4,Duplex,"₦40,000,000.00",Asokoro,"40,000,000.00"
flat / apartment,"₦10,000,000","Jahi, Abuja",3,Apartment,"₦10,000,000.00",Jahi,"10,000,000.00"
semi-detached duplex,"₦125,000,000","Maitama District, Abuja",4,Duplex,"₦125,000,000.00",Maitama,"125,000,000.00"
terraced duplex,"₦25,000,000","Mabushi, Abuja",5,Duplex,"₦25,000,000.00",Mabushi,"25,000,000.00"
flat / apartment,"₦7,000,000","Main, Wuye, Abuja",3,Apartment,"₦7,000,000.00",Wuye,"7,000,000.00"
terraced duplex,"₦23,500,000","Wuye, Abuja",5,Duplex,"₦23,500,000.00",Wuye,"23,500,000.00"
flat / apartment,"₦10,000,000","By Naval Quarters, Jahi, Abuja",2,Apartment,"₦10,000,000.00",Jahi,"10,000,000.00"
detached duplex,"₦80,000,000","Maitama District, Abuja",12,Duplex,"₦80,000,000.00",Maitama,"80,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
terraced duplex,"₦12,500,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦12,500,000.00",Katampe,"12,500,000.00"
terraced duplex,"₦35,000,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦35,000,000.00",Katampe,"35,000,000.00"
flat / apartment,"₦8,000,000","Asokoro District, Abuja",1,Apartment,"₦8,000,000.00",Asokoro,"8,000,000.00"
terraced duplex,"₦8,000,000","Nnpc Estate, Life Camp, Abuja",4,Duplex,"₦8,000,000.00",Life Camp,"8,000,000.00"
flat / apartment,"₦30,000,000","Jabi, Abuja",3,Apartment,"₦30,000,000.00",Jabi,"30,000,000.00"
terraced duplex,"₦20,000,000","Wuye, Abuja",4,Duplex,"₦20,000,000.00",Wuye,"20,000,000.00"
house,"₦8,500,000","Mabushi Zone B06, Mabushi, Abuja",3,House,"₦8,500,000.00",Mabushi,"8,500,000.00"
detached duplex,"₦40,000,000","Asokoro District, Abuja",6,Duplex,"₦40,000,000.00",Asokoro,"40,000,000.00"
flat / apartment,"₦180,000,000","Wuse 2, Abuja",3,Apartment,"₦180,000,000.00",Wuse,"180,000,000.00"
flat / apartment,"₦23,000,000","Asokoro Main, Asokoro District, Abuja",2,Apartment,"₦23,000,000.00",Asokoro,"23,000,000.00"
detached bungalow,"₦13,000,000","Life Camp, Abuja",3,Bungalow,"₦13,000,000.00",Life Camp,"13,000,000.00"
terraced duplex,"₦8,500,000","Wuse 2, Abuja",1,Duplex,"₦8,500,000.00",Wuse,"8,500,000.00"
detached duplex,"₦100,000,000","Maitama District, Abuja",4,Duplex,"₦100,000,000.00",Maitama,"100,000,000.00"
flat / apartment,"₦30,000,000","Jabi, Abuja",3,Apartment,"₦30,000,000.00",Jabi,"30,000,000.00"
flat / apartment,"$33,000","Jabi, Abuja",2,Apartment,"₦44,714,010.00",Jabi,"44,714,010.00"
flat / apartment,"$37,000","Jabi, Abuja",2,Apartment,"₦50,133,890.00",Jabi,"50,133,890.00"
mini flat (room and parlour),"₦2,000,000","Close To Julius Berger, Life Camp, Abuja",1,Apartment,"₦2,000,000.00",Life Camp,"2,000,000.00"
flat / apartment,"₦9,000,000","Jahi, Abuja",3,Apartment,"₦9,000,000.00",Jahi,"9,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
terraced duplex,"₦25,000,000","Diplomatic Zones, Katampe Extension, Katampe, Abuja",6,Duplex,"₦25,000,000.00",Katampe,"25,000,000.00"
terraced duplex,"₦35,000,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦35,000,000.00",Katampe,"35,000,000.00"
flat / apartment,"₦20,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",3,Apartment,"₦20,000,000.00",Katampe,"20,000,000.00"
terraced duplex,"₦13,000,000","Katampe (Main), Katampe, Abuja",4,Duplex,"₦13,000,000.00",Katampe,"13,000,000.00"
flat / apartment,"₦8,000,000","Katampe (Main), Katampe, Abuja",3,Apartment,"₦8,000,000.00",Katampe,"8,000,000.00"
flat / apartment,"₦2,500,000","Dawaki, Gwarinpa, Abuja",1,Apartment,"₦2,500,000.00",Gwarinpa,"2,500,000.00"
flat / apartment,"₦4,000,000","Wuye, Abuja",1,Apartment,"₦4,000,000.00",Wuye,"4,000,000.00"
flat / apartment,"₦10,000,000","Wuye District, Wuye, Abuja",3,Apartment,"₦10,000,000.00",Wuye,"10,000,000.00"
flat / apartment,"₦20,000,000","Guzape District, Abuja",2,Apartment,"₦20,000,000.00",Guzape,"20,000,000.00"
flat / apartment,"₦7,500,000","Katampe Main, Katampe, Abuja",3,Apartment,"₦7,500,000.00",Katampe,"7,500,000.00"
semi-detached duplex,"₦70,000,000","Maitama District, Abuja",5,Duplex,"₦70,000,000.00",Maitama,"70,000,000.00"
flat / apartment,"₦20,000,000","Guzape Main, Guzape District, Abuja",2,Apartment,"₦20,000,000.00",Guzape,"20,000,000.00"
flat / apartment,"₦5,000,000","Katampe, Abuja",3,Apartment,"₦5,000,000.00",Katampe,"5,000,000.00"
terraced duplex,"₦20,000,000","Wuye, Abuja",5,Duplex,"₦20,000,000.00",Wuye,"20,000,000.00"
terraced duplex,"₦25,000,000","Naf Valley Estate, Asokoro District, Abuja",4,Duplex,"₦25,000,000.00",Asokoro,"25,000,000.00"
terraced duplex,"₦12,000,000","Guzape District, Abuja",4,Duplex,"₦12,000,000.00",Guzape,"12,000,000.00"
semi-detached duplex,"₦50,000,000","Maitama District, Abuja",4,Duplex,"₦50,000,000.00",Maitama,"50,000,000.00"
terraced duplex,"₦12,000,000","Jabi, Abuja",4,Duplex,"₦12,000,000.00",Jabi,"12,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
detached duplex,"₦15,000,000","Katampe, Abuja",4,Duplex,"₦15,000,000.00",Katampe,"15,000,000.00"
flat / apartment,"₦7,000,000","Aiben Aco Road, Lugbe District, Abuja",2,Apartment,"₦7,000,000.00",Lugbe,"7,000,000.00"
house,"₦5,000,000","Jahi, Abuja",2,House,"₦5,000,000.00",Jahi,"5,000,000.00"
detached bungalow,"₦13,000,000","Efab Estate, Gwarinpa, Abuja",3,Bungalow,"₦13,000,000.00",Gwarinpa,"13,000,000.00"
terraced duplex,"₦12,000,000","Jahi, Abuja",5,Duplex,"₦12,000,000.00",Jahi,"12,000,000.00"
terraced duplex,"₦15,000,000","Wuye District, Wuye, Abuja",4,Duplex,"₦15,000,000.00",Wuye,"15,000,000.00"
terraced duplex,"₦25,000,000","Utako, Abuja",4,Duplex,"₦25,000,000.00",Utako,"25,000,000.00"
flat / apartment,"₦35,000,000","Jabi, Abuja",3,Apartment,"₦35,000,000.00",Jabi,"35,000,000.00"
detached duplex,"₦350,000,000","Maitama District, Abuja",5,Duplex,"₦350,000,000.00",Maitama,"350,000,000.00"
flat / apartment,"₦20,000,000","Guzape District, Abuja",3,Apartment,"₦20,000,000.00",Guzape,"20,000,000.00"
terraced duplex,"₦15,000,000","Jahi By Gilmore, Jahi, Abuja",4,Duplex,"₦15,000,000.00",Jahi,"15,000,000.00"
flat / apartment,"₦6,000,000","Wuye, Abuja",1,Apartment,"₦6,000,000.00",Wuye,"6,000,000.00"
block of flats,"₦100,000,000","Serene, Guzape District, Abuja",3,Apartment,"₦100,000,000.00",Guzape,"100,000,000.00"
terraced duplex,"₦30,000,000","Asokoro District, Abuja",4,Duplex,"₦30,000,000.00",Asokoro,"30,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
detached duplex,"₦25,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",6,Duplex,"₦25,000,000.00",Katampe,"25,000,000.00"
flat / apartment,"₦5,000,000","Dawaki, Gwarinpa, Abuja",3,Apartment,"₦5,000,000.00",Gwarinpa,"5,000,000.00"
flat / apartment,"₦200,000,000","Utako, Abuja",17,Apartment,"₦200,000,000.00",Utako,"200,000,000.00"
semi-detached duplex,"$100,000","Maitama District, Abuja",5,Duplex,"₦135,497,000.00",Maitama,"135,497,000.00"
flat / apartment,"₦60,000,000","Jahi, Abuja",3,Apartment,"₦60,000,000.00",Jahi,"60,000,000.00"
flat / apartment,"₦6,000,000","Gilmore Axis, Jahi, Abuja",2,Apartment,"₦6,000,000.00",Jahi,"6,000,000.00"
terraced duplex,"₦15,000,000","Wuse, Abuja",4,Duplex,"₦15,000,000.00",Wuse,"15,000,000.00"
terraced duplex,"₦20,000,000","Utako, Abuja",4,Duplex,"₦20,000,000.00",Utako,"20,000,000.00"
terraced duplex,"₦10,000,000","Asokoro District, Abuja",4,Duplex,"₦10,000,000.00",Asokoro,"10,000,000.00"
detached duplex,"₦30,000,000","Diplomatic Zone, Guzape District, Abuja",5,Duplex,"₦30,000,000.00",Guzape,"30,000,000.00"
flat / apartment,"₦6,000,000","Aduvie School, Jahi, Abuja",3,Apartment,"₦6,000,000.00",Jahi,"6,000,000.00"
terraced duplex,"₦12,000,000","Jabi, Abuja",4,Duplex,"₦12,000,000.00",Jabi,"12,000,000.00"
flat / apartment,"₦36,000,000","Maitama District, Abuja",3,Apartment,"₦36,000,000.00",Maitama,"36,000,000.00"
house,"₦4,500,000","Sangotedo, Ajah, Jahi, Abuja",4,House,"₦4,500,000.00",Jahi,"4,500,000.00"
flat / apartment,"₦10,000,000","Wuye, Abuja",3,Apartment,"₦10,000,000.00",Wuye,"10,000,000.00"
terraced duplex,"₦14,500,000","Idu-karmo District After Nizamiyel Hospital, Karmo, Abuja",4,Duplex,"₦14,500,000.00",Idu,"14,500,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
terraced duplex,"₦10,000,000","Old Secratariat, Area 1, Garki, Abuja",4,Duplex,"₦10,000,000.00",Garki,"10,000,000.00"
detached duplex,"₦55,000,000","Maitama District, Abuja",4,Duplex,"₦55,000,000.00",Maitama,"55,000,000.00"
semi-detached duplex,"₦80,000,000","Maitama District, Abuja",5,Duplex,"₦80,000,000.00",Maitama,"80,000,000.00"
house,"₦50,000,000","Maitama District, Abuja",4,House,"₦50,000,000.00",Maitama,"50,000,000.00"
semi-detached duplex,"₦20,000,000","Wuye, Abuja",4,Duplex,"₦20,000,000.00",Wuye,"20,000,000.00"
terraced duplex,"₦16,000,000","Jahi, Abuja",4,Duplex,"₦16,000,000.00",Jahi,"16,000,000.00"
detached duplex,"₦80,000,000","Maitama District, Abuja",12,Duplex,"₦80,000,000.00",Maitama,"80,000,000.00"
terraced duplex,"₦40,000,000","Guzape District, Abuja",4,Duplex,"₦40,000,000.00",Guzape,"40,000,000.00"
terraced duplex,"₦25,000,000","Asokoro District, Abuja",4,Duplex,"₦25,000,000.00",Asokoro,"25,000,000.00"
terraced duplex,"₦25,000,000","Asokoro District, Abuja",4,Duplex,"₦25,000,000.00",Asokoro,"25,000,000.00"
flat / apartment,"₦10,000,000","Kado, Abuja",2,Apartment,"₦10,000,000.00",Kado,"10,000,000.00"
detached duplex,"₦400,000,000","Katampe, Jahi, Abuja",5,Duplex,"₦400,000,000.00",Jahi,"400,000,000.00"
detached duplex,"₦20,000,000","Life Camp, Abuja",4,Duplex,"₦20,000,000.00",Life Camp,"20,000,000.00"
flat / apartment,"₦7,500,000","Jahi, Abuja",3,Apartment,"₦7,500,000.00",Jahi,"7,500,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
semi-detached duplex,"₦8,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",4,Duplex,"₦8,000,000.00",Gwarinpa,"8,000,000.00"
semi-detached duplex,"₦15,000,000","Life Camp, Abuja",4,Duplex,"₦15,000,000.00",Life Camp,"15,000,000.00"
terraced duplex,"₦12,000,000","National Assembly Quarters, Apo, Abuja",4,Duplex,"₦12,000,000.00",Apo,"12,000,000.00"
detached duplex,"₦60,000,000","Maitama District, Abuja",6,Duplex,"₦60,000,000.00",Maitama,"60,000,000.00"
flat / apartment,"₦12,500,000","Off Aminut Kano, Wuse 2, Abuja",2,Apartment,"₦12,500,000.00",Wuse,"12,500,000.00"
flat / apartment,"₦17,000,000","Off Aminu Kano, Wuse 2, Abuja",2,Apartment,"₦17,000,000.00",Wuse,"17,000,000.00"
flat / apartment,"$35,000","Wuse 2, Abuja",3,Apartment,"₦47,423,950.00",Wuse,"47,423,950.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦5,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",3,Apartment,"₦5,000,000.00",Gwarinpa,"5,000,000.00"
detached duplex,"₦25,000,000","By Ecowas, Asokoro District, Abuja",4,Duplex,"₦25,000,000.00",Asokoro,"25,000,000.00"
terraced duplex,"₦20,000,000","Life Camp, Abuja",4,Duplex,"₦20,000,000.00",Life Camp,"20,000,000.00"
detached duplex,"$55,000","Jabi, Abuja",4,Duplex,"₦74,523,350.00",Jabi,"74,523,350.00"
terraced duplex,"₦20,000,000","Life Camp, Abuja",4,Duplex,"₦20,000,000.00",Life Camp,"20,000,000.00"
terraced duplex,"₦140,000,000","Utako, Abuja",2,Duplex,"₦140,000,000.00",Utako,"140,000,000.00"
flat / apartment,"₦4,000,000","By American International School, Durumi, Abuja",3,Apartment,"₦4,000,000.00",Durumi,"4,000,000.00"
semi-detached duplex,"₦7,000,000","Gwarinpa Extension, Gwarinpa, Abuja",4,Duplex,"₦7,000,000.00",Gwarinpa,"7,000,000.00"
semi-detached duplex,"₦25,000,000","Legislative Quarters., Apo, Abuja",5,Duplex,"₦25,000,000.00",Apo,"25,000,000.00"
flat / apartment,"₦8,000,000","Main, Wuye, Abuja",3,Apartment,"₦8,000,000.00",Wuye,"8,000,000.00"
terraced duplex,"₦15,000,000","By Gilmore, Jahi, Abuja",4,Duplex,"₦15,000,000.00",Jahi,"15,000,000.00"
detached duplex,"₦40,000,000","Jabi, Abuja",5,Duplex,"₦40,000,000.00",Jabi,"40,000,000.00"
detached duplex,"₦50,000,000","Wuse 2, Abuja",5,Duplex,"₦50,000,000.00",Wuse,"50,000,000.00"
detached bungalow,"₦12,000,000","Kado/jabi Lake, Jabi, Abuja",3,Bungalow,"₦12,000,000.00",Jabi,"12,000,000.00"
detached duplex,"₦25,000,000","Guzape District, Abuja",5,Duplex,"₦25,000,000.00",Guzape,"25,000,000.00"
terraced duplex,"₦120,000,000","Diplomatic Zone, Asokoro District, Abuja",7,Duplex,"₦120,000,000.00",Asokoro,"120,000,000.00"
flat / apartment,"₦13,000,000","American International School, Durumi, Abuja",3,Apartment,"₦13,000,000.00",Durumi,"13,000,000.00"
detached duplex,"₦15,000,000","By Utako, Wuye, Abuja",4,Duplex,"₦15,000,000.00",Wuye,"15,000,000.00"
terraced duplex,"₦13,000,000","By Vio, Mabushi, Abuja",4,Duplex,"₦13,000,000.00",Mabushi,"13,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦15,000,000","Katampe Extension, Katampe, Abuja",3,Apartment,"₦15,000,000.00",Katampe,"15,000,000.00"
flat / apartment,"₦8,000,000","Katampe (Main), Katampe, Abuja",3,Apartment,"₦8,000,000.00",Katampe,"8,000,000.00"
block of flats,"₦260,000,000","By News Engineering, Opposite Gwarimpa Estate, Dawaki, Gwarinpa, Abuja",2,Apartment,"₦260,000,000.00",Gwarinpa,"260,000,000.00"
flat / apartment,"₦12,000,000","Jahi, Abuja",2,Apartment,"₦12,000,000.00",Jahi,"12,000,000.00"
terraced duplex,"$35,000","Maitama District, Abuja",3,Duplex,"₦47,423,950.00",Maitama,"47,423,950.00"
detached duplex,"₦180,000,000","Maitama District, Abuja",9,Duplex,"₦180,000,000.00",Maitama,"180,000,000.00"
flat / apartment,"₦6,000,000","Chris Oyakhilome Crescent, Durumi, Abuja",1,Apartment,"₦6,000,000.00",Durumi,"6,000,000.00"
detached duplex,"₦4,000,000","Wuye, Abuja",1,Duplex,"₦4,000,000.00",Wuye,"4,000,000.00"
house,"₦3,000,000","Wuye, Abuja",1,House,"₦3,000,000.00",Wuye,"3,000,000.00"
detached duplex,"₦50,000,000","Wuse 2, Abuja",5,Duplex,"₦50,000,000.00",Wuse,"50,000,000.00"
house,"₦9,000,000","Katampe, Abuja",3,House,"₦9,000,000.00",Katampe,"9,000,000.00"
terraced duplex,"$50,000","Jabi Lake, Jabi, Abuja",4,Duplex,"₦67,748,500.00",Jabi,"67,748,500.00"
terraced duplex,"₦8,500,000","Wuye, Abuja",3,Duplex,"₦8,500,000.00",Wuye,"8,500,000.00"
house,"₦130,000,000","Diplomatic Zone, Guzape District, Abuja",3,House,"₦130,000,000.00",Guzape,"130,000,000.00"
terraced duplex,"₦100,000,000","Diplomatic Zone, Guzape District, Abuja",4,Duplex,"₦100,000,000.00",Guzape,"100,000,000.00"
house,"$50,000","Diplomatic Zone, Maitama District, Abuja",3,House,"₦67,748,500.00",Maitama,"67,748,500.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
semi-detached duplex,"₦30,000,000","Katampe Extension, Katampe, Abuja",5,Duplex,"₦30,000,000.00",Katampe,"30,000,000.00"
flat / apartment,"₦3,000,000","Dawaki, Gwarinpa, Abuja",2,Apartment,"₦3,000,000.00",Gwarinpa,"3,000,000.00"
flat / apartment,"₦3,500,000","Apo Resettlement, Apo, Abuja",2,Apartment,"₦3,500,000.00",Apo,"3,500,000.00"
terraced duplex,"₦5,000,000","Paradise Estate, Life Camp, Abuja",4,Duplex,"₦5,000,000.00",Life Camp,"5,000,000.00"
flat / apartment,"₦4,500,000","Gwarinpa, Abuja",2,Apartment,"₦4,500,000.00",Gwarinpa,"4,500,000.00"
semi-detached duplex,"₦20,000,000","Asokoro District, Abuja",4,Duplex,"₦20,000,000.00",Asokoro,"20,000,000.00"
terraced duplex,"₦150,000,000","Diplomatic Zone, Guzape District, Abuja",4,Duplex,"₦150,000,000.00",Guzape,"150,000,000.00"
terraced duplex,"₦13,000,000","Mabushi, Abuja",4,Duplex,"₦13,000,000.00",Mabushi,"13,000,000.00"
