index,Bedrooms,Property Category,District,Price(Float)
3918,4,Duplex,Kado,"12,000,000.00"
3919,4,Duplex,Guzape,"20,000,000.00"
3920,2,House,Katampe,"6,000,000.00"
3921,4,Apartment,Wuse,"28,000,000.00"
3922,6,Duplex,Asokoro,"40,000,000.00"
3923,3,Apartment,Life Camp,"4,000,000.00"
3924,4,Duplex,Life Camp,"5,000,000.00"
3925,1,Apartment,Durumi,"6,000,000.00"
3926,3,Apartment,Garki,"27,000,000.00"
3927,5,Duplex,Gwarinpa,"18,000,000.00"
3928,4,Duplex,Jahi,"14,000,000.00"
3929,2,Apartment,Maitama,"13,000,000.00"
3930,6,Duplex,Maitama,"85,000,000.00"
3931,5,Duplex,Jabi,"30,000,000.00"
3932,3,Apartment,Utako,"4,500,000.00"
3933,3,Duplex,Jabi,"32,000,000.00"
3934,2,Apartment,Katampe,"4,500,000.00"
3935,1,Apartment,Kado,"3,000,000.00"
3936,4,Duplex,Mabushi,"13,000,000.00"
3937,3,Apartment,Wuye,"10,000,000.00"
3938,1,Apartment,Maitama,"5,000,000.00"
3939,2,Apartment,Life Camp,"4,000,000.00"
3940,3,Apartment,Garki,"27,000,000.00"
3941,3,Apartment,Garki,"27,000,000.00"
3942,4,Duplex,Idu,"15,000,000.00"
3943,1,Apartment,Jahi,"7,500,000.00"
3944,3,Duplex,Jabi,"32,000,000.00"
3945,1,Apartment,Wuse,"9,000,000.00"
3946,1,Apartment,Wuse,"8,500,000.00"
3947,4,Duplex,Katampe,"13,000,000.00"
3948,2,Apartment,Maitama,"5,500,000.00"
3949,4,Duplex,Guzape,"20,000,000.00"
3950,2,House,Asokoro,"14,227,185.00"
3951,4,Duplex,Maitama,"130,000,000.00"
3952,5,Duplex,Guzape,"30,000,000.00"
3953,3,Apartment,Guzape,"8,000,000.00"
3954,7,Duplex,Maitama,"60,000,000.00"
3955,2,Apartment,Gwarinpa,"5,500,000.00"
3956,3,Duplex,Jabi,"32,000,000.00"
3957,5,Duplex,Katampe,"15,000,000.00"
3958,4,Duplex,Apo,"8,000,000.00"
3959,1,Apartment,Durumi,"5,700,000.00"
3960,2,Apartment,Wuse,"9,000,000.00"
3961,3,Apartment,Lugbe,"6,000,000.00"
3962,3,Apartment,Asokoro,"15,000,000.00"
3963,11,Duplex,Asokoro,"115,172,450.00"
3964,4,Duplex,Asokoro,"67,748,500.00"
3965,3,Apartment,Guzape,"13,549,700.00"
3966,5,Duplex,Idu,"15,000,000.00"
3967,3,Apartment,Wuse,"54,198,800.00"
3968,4,Duplex,Gwarinpa,"15,000,000.00"
3969,4,Duplex,Gwarinpa,"15,000,000.00"
3970,5,Duplex,Idu,"9,000,000.00"
