,Price,Location,Bedrooms(s),Property Type,Property Category,District,Price_Cleaned,Price(Converted_to_naira),Price(Float)
1866,"₦ 15,000,000",Life Camp Life Camp Abuja,3,For Rent Terrace Duplex,Duplex,Life Camp,"₦ 15,000,000","₦15,000,000.00",15000000.0
1867,"₦ 4,500,000/year",After Voice Of Nigeria Sabon Lugbe Lugbe Abuja,4,Newly Built Duplex In A Serene Environment,Duplex,Lugbe,"₦ 4,500,000","₦4,500,000.00",4500000.0
1868,"₦ 75,000,000/year",Maitama Abuja,4,Terraced Duplex,Duplex,Maitama,"₦ 75,000,000","₦75,000,000.00",75000000.0
1869,"₦ 10,000,000/year",Jahi Abuja,3,Serviced Apartment,Apartment,Jahi,"₦ 10,000,000","₦10,000,000.00",10000000.0
1871,"₦ 8,000,000/year",Jahi Abuja,3,Apartment,Apartment,Jahi,"₦ 8,000,000","₦8,000,000.00",8000000.0
1872,"₦ 50,000,000/year",Maitama Abuja,4,Terraced Duplex With Bq,Duplex,Maitama,"₦ 50,000,000","₦50,000,000.00",50000000.0
1873,"₦ 25,000,000",Kado Abuja,4,4bedroom Terrace Duplex And A Bq,Duplex,Kado,"₦ 25,000,000","₦25,000,000.00",25000000.0
1874,"₦ 17,000,000/year",Wuye Abuja,4,Newly Built 4bedroom Terrace And A Bq,Duplex,Wuye,"₦ 17,000,000","₦17,000,000.00",17000000.0
1875,"₦ 50,000,000/year",Maitama Abuja,4,Twin Duplex With A Room Bq,Duplex,Maitama,"₦ 50,000,000","₦50,000,000.00",50000000.0
1876,"₦ 25,000,000/year",Maitama Abuja,6,6 Units Of Flat With Bq,Apartment,Maitama,"₦ 25,000,000","₦25,000,000.00",25000000.0
1877,"₦ 16,000,000/year",Guzape Abuja,4,4bedroom Terrace And A Room B.q,Duplex,Guzape,"₦ 16,000,000","₦16,000,000.00",16000000.0
1879,"₦ 20,000,000/year",Wuse 1 Abuja,4,Terraced Duplex With A Bq,Duplex,Wuse,"₦ 20,000,000","₦20,000,000.00",20000000.0
1880,"₦ 15,000,000/year",Mabushi Abuja,4,Newly Built Terraced Duplex With A Bq,Duplex,Mabushi,"₦ 15,000,000","₦15,000,000.00",15000000.0
1881,"₦ 7,000,000/year","Apo By Cedar Crest District District , Abuja Apo Resettlement Apo Abuja",3,3bedroom Flat With Bq For Rent,Apartment,Apo,"₦ 7,000,000","₦7,000,000.00",7000000.0
1882,"₦ 8,000,000/year",Gwarinpa Abuja,3,Newly Built Flat,Apartment,Gwarinpa,"₦ 8,000,000","₦8,000,000.00",8000000.0
1883,"₦ 8,000,000/year",Life Camp Abuja,4,Newly Built Duplex With Bq,Duplex,Life Camp,"₦ 8,000,000","₦8,000,000.00",8000000.0
1884,"₦ 20,000,000/year",Wuye Abuja,4,Terraced Duplex With Bq,Duplex,Wuye,"₦ 20,000,000","₦20,000,000.00",20000000.0
1886,"₦ 7,000,000/year",Gwarinpa Abuja,3,Newly Built Terraced Duplex,Duplex,Gwarinpa,"₦ 7,000,000","₦7,000,000.00",7000000.0
1887,"₦ 13,000,000/year",Jahi Abuja,4,Terraced Duplex With Bq,Duplex,Jahi,"₦ 13,000,000","₦13,000,000.00",13000000.0
1888,"₦ 16,000,000/year",Jahi Abuja,5,Terraced Duplex With Bq,Duplex,Jahi,"₦ 16,000,000","₦16,000,000.00",16000000.0
1889,"₦ 10,000,000/year","Gilmore, Jahi Abuja",4,Terrace Duplex With Bq,Duplex,Jahi,"₦ 10,000,000","₦10,000,000.00",10000000.0
1890,"₦ 7,000,000/year",Jahi Abuja,3,Flat,Apartment,Jahi,"₦ 7,000,000","₦7,000,000.00",7000000.0
1891,"₦ 15,000,000/year",Gilmore Jahi Abuja,4,Newly Built Spacious Terraced Duplex With Bq,Duplex,Jahi,"₦ 15,000,000","₦15,000,000.00",15000000.0
1892,"₦ 15,000,000/year",Guzape Abuja,4,Terrace Duplex With Bq,Duplex,Guzape,"₦ 15,000,000","₦15,000,000.00",15000000.0
1893,"₦ 10,000,000/year",Mabushi Abuja,4,Terrace Duplex,Duplex,Mabushi,"₦ 10,000,000","₦10,000,000.00",10000000.0
1894,"₦ 7,000,000/year","Gilmore, Jahi Abuja",2,Newly Built Flat,Apartment,Jahi,"₦ 7,000,000","₦7,000,000.00",7000000.0
1895,"₦ 5,000,000/year",Katampe Main Abuja,3,Flat,Apartment,Katampe,"₦ 5,000,000","₦5,000,000.00",5000000.0
1896,"₦ 25,000,000/year",Jabi Abuja,4,Serviced Semi Detached Duplex With Bq,Duplex,Jabi,"₦ 25,000,000","₦25,000,000.00",25000000.0
1897,"₦ 7,000,000/year",Jahi Abuja,3,Flat,Apartment,Jahi,"₦ 7,000,000","₦7,000,000.00",7000000.0
1898,"₦ 5,000,000/year",Jahi Abuja,2,Newly Built Flat With Bq,Apartment,Jahi,"₦ 5,000,000","₦5,000,000.00",5000000.0
1900,"₦ 18,000,000/year",Jahi Abuja,4,Semi Detached Duplex With Bq,Duplex,Jahi,"₦ 18,000,000","₦18,000,000.00",18000000.0
1902,"₦ 13,000,000/year",Jahi Abuja,4,Terraced Duplex With Bq,Duplex,Jahi,"₦ 13,000,000","₦13,000,000.00",13000000.0
1903,"₦ 5,500,000/year",Katampe Main Abuja,2,Newly Built Apartment,Apartment,Katampe,"₦ 5,500,000","₦5,500,000.00",5500000.0
1906,"₦ 4,500,000/year",Lokogoma Abuja,3,Flat,Apartment,Lokogoma,"₦ 4,500,000","₦4,500,000.00",4500000.0
1907,"₦ 5,000,000/year",Jahi Abuja,2,Newly Built Flat With Bq,Apartment,Jahi,"₦ 5,000,000","₦5,000,000.00",5000000.0
1909,"₦ 6,500,000/year",Kado Abuja,3,Flat,Apartment,Kado,"₦ 6,500,000","₦6,500,000.00",6500000.0
1910,"₦ 15,000,000/year",Guzape Abuja,4,Terraced Duplex,Duplex,Guzape,"₦ 15,000,000","₦15,000,000.00",15000000.0
1911,"₦ 5,000,000/year",Guzape Abuja,,Office / Shop Space,,Guzape,"₦ 5,000,000","₦5,000,000.00",5000000.0
1914,"₦ 12,000,000/year",Mabushi Abuja,,Office / Residential,,Mabushi,"₦ 12,000,000","₦12,000,000.00",12000000.0
1915,"₦ 12,000,000/year",Guzape Abuja,4,Terraced Duplex,Duplex,Guzape,"₦ 12,000,000","₦12,000,000.00",12000000.0
1918,"₦ 2,000,000/year",Gwarinpa Abuja,,A Room Self Contained,Apartment,Gwarinpa,"₦ 2,000,000","₦2,000,000.00",2000000.0
1919,"₦ 8,000,000/year",Kado Abuja,3,Newly Built Flat,Apartment,Kado,"₦ 8,000,000","₦8,000,000.00",8000000.0
1921,"₦ 15,000,000/year",Life Camp Abuja,4,Semi Detached Duplex,Duplex,Life Camp,"₦ 15,000,000","₦15,000,000.00",15000000.0
1922,"₦ 7,000,000/year",Nicon Junction Katampe Main Abuja,2,Newly Built 2 And Flat,Apartment,Katampe,"₦ 7,000,000","₦7,000,000.00",7000000.0
1923,"₦ 25,000,000/year",Maitama Abuja,6,6 Units Of Flat With Bq,Apartment,Maitama,"₦ 25,000,000","₦25,000,000.00",25000000.0
1924,"₦ 10,500,000/year",Wuye Abuja,3,Apartment With Bq,Apartment,Wuye,"₦ 10,500,000","₦10,500,000.00",10500000.0
1925,"₦ 1,500,000/year",Life Camp Abuja,,Room Self Contain,Apartment,Life Camp,"₦ 1,500,000","₦1,500,000.00",1500000.0
1927,"₦ 18,000,000/year",Jahi Abuja,5,Newly Built Fully Detached Duplex With Bq,Duplex,Jahi,"₦ 18,000,000","₦18,000,000.00",18000000.0
1929,"₦ 12,000,000/year",Guzape Abuja,4,Terrace Duplex,Duplex,Guzape,"₦ 12,000,000","₦12,000,000.00",12000000.0
1931,"₦ 6,000,000/year",Katampe Main Abuja,3,Spacious,,Katampe,"₦ 6,000,000","₦6,000,000.00",6000000.0
1932,"₦ 6,000,000/year",Katampe Main Abuja,2,Flat,Apartment,Katampe,"₦ 6,000,000","₦6,000,000.00",6000000.0
1933,"₦ 16,000,000/year",Jahi Abuja,4,Semi Detached Duplex,Duplex,Jahi,"₦ 16,000,000","₦16,000,000.00",16000000.0
1934,"₦ 10,000,000/year",Mabushi Abuja,2,Apartment,Apartment,Mabushi,"₦ 10,000,000","₦10,000,000.00",10000000.0
1936,"₦ 15,000,000/year",Jahi Abuja,4,Serviced Terraced Duplex With Bq,Duplex,Jahi,"₦ 15,000,000","₦15,000,000.00",15000000.0
1937,"₦ 35,000,000",Wuse 2 Abuja,4,4 Units Of Terraced Duplex With A Bq,Duplex,Wuse,"₦ 35,000,000","₦35,000,000.00",35000000.0
1938,"₦ 73,500,000/year",Wuse 2 Abuja,,Commercial Space,,Wuse,"₦ 73,500,000","₦73,500,000.00",73500000.0
1939,"₦ 10,000,000/year",Wuse 2 Abuja,,Commercial Space,,Wuse,"₦ 10,000,000","₦10,000,000.00",10000000.0
1940,"₦ 14,640,000",Wuse 2 Abuja,122,122 Sqm Commercial Space Along A Major Road Of Wuse 2,,Wuse,"₦ 14,640,000","₦14,640,000.00",14640000.0
1942,"₦ 20,000,000/year",Apo Abuja,,Land,,Apo,"₦ 20,000,000","₦20,000,000.00",20000000.0
1943,"₦ 9,000,000",Idu Abuja,4,Semi Detached Four (4) Bedroom ?? Duplex In Idu Karmo,Duplex,Idu,"₦ 9,000,000","₦9,000,000.00",9000000.0
1944,"₦ 60,000,000",Maitama Abuja,5,Semi Detached Duplex For Office .,,Maitama,"₦ 60,000,000","₦60,000,000.00",60000000.0
1945,"₦ 10,230,000/year",Wuse 2 Abuja,,Commercial Space,,Wuse,"₦ 10,230,000","₦10,230,000.00",10230000.0
1946,"₦ 4,500,000/year",Wuse 2 Abuja,,Office Space,,Wuse,"₦ 4,500,000","₦4,500,000.00",4500000.0
1947,"₦ 11,000,000/year",Wuse 2 Abuja,,Commercial Space,,Wuse,"₦ 11,000,000","₦11,000,000.00",11000000.0
1948,"₦ 7,000,000/year",Wuse 2 Abuja,40,40sqm Commercial Space,,Wuse,"₦ 7,000,000","₦7,000,000.00",7000000.0
1949,"₦ 9,000,000/year",Guzape Abuja,,Commercial Space,,Guzape,"₦ 9,000,000","₦9,000,000.00",9000000.0
1950,"₦ 7,000,000",Life Camp Abuja,4,Newly Built Terrace Duplexes,Duplex,Life Camp,"₦ 7,000,000","₦7,000,000.00",7000000.0
1952,"₦ 16,000,000",Jahi Abuja,4,Terrace Duplex With Bq For Rent In Jahi.,Duplex,Jahi,"₦ 16,000,000","₦16,000,000.00",16000000.0
1953,"₦ 20,000,000/year",Wuse 1 Abuja,4,Twin Semi Detached Duplex,Duplex,Wuse,"₦ 20,000,000","₦20,000,000.00",20000000.0
1955,"₦ 55,000,000/year",Jabi Abuja,4,Terrace Duplex,Duplex,Jabi,"₦ 55,000,000","₦55,000,000.00",55000000.0
1956,"₦ 18,000,000/year",Katampe Main Abuja,4,Terraced Duplex,Duplex,Katampe,"₦ 18,000,000","₦18,000,000.00",18000000.0
1957,"₦ 25,000,000",Katampe Extension Katampe Abuja,,Katampe Extension Lush Rental,,Katampe,"₦ 25,000,000","₦25,000,000.00",25000000.0
1958,"₦ 8,500,000",Jahi Abuja,,Lush Rental,,Jahi,"₦ 8,500,000","₦8,500,000.00",8500000.0
1959,"₦ 15,000,000",Zone 7 Wuse 1 Abuja,,Lush Rental,,Wuse,"₦ 15,000,000","₦15,000,000.00",15000000.0
1960,"₦ 19,000,000",Maitama Abuja,,Lush Rental,,Maitama,"₦ 19,000,000","₦19,000,000.00",19000000.0
1961,"₦ 199,000/sqm","22 Kumasi Crescent, Wuse 2 Abuja",,Office Space,,Wuse,"₦ 199,000","₦199,000.00",199000.0
1962,"₦ 1,000,000,000","Market Square, Kado Abuja",6,Luxury Detached Duplex With Elevator,Duplex,Kado,"₦ 1,000,000,000","₦1,000,000,000.00",1000000000.0
1963,"₦ 15,000,000/year","Jahi Gilmore,fct Abuja Nigeria Jahi Abuja",4,Terraced Duplex With A Bq,Duplex,Jahi,"₦ 15,000,000","₦15,000,000.00",15000000.0
1964,"₦ 20,000,000/year",Wuye Abuja,5,Detached Duplex,Duplex,Wuye,"₦ 20,000,000","₦20,000,000.00",20000000.0
1965,"₦ 20,000,000/year","Katampe Extension,@diplomatic Zone Fct Abuja Nigeria Katampe Extension Katampe Abuja",4,4bed Terrace Duplex At Katampe Ext Abj Nig,Duplex,Katampe,"₦ 20,000,000","₦20,000,000.00",20000000.0
1966,"₦ 12,000,000",Garki 2 Abuja,4,Tarrace Duplex,Duplex,Garki,"₦ 12,000,000","₦12,000,000.00",12000000.0
1967,"₦ 35,000,000",Katampe Abuja,6,Detached Duplex,Duplex,Katampe,"₦ 35,000,000","₦35,000,000.00",35000000.0
1968,"₦ 35,000,000/year",Gwarinpa Abuja,4,Detached Duplex,Duplex,Gwarinpa,"₦ 35,000,000","₦35,000,000.00",35000000.0
1969,"₦ 8,500,000",Jahi Abuja,3,Flat,Apartment,Jahi,"₦ 8,500,000","₦8,500,000.00",8500000.0
1970,"₦ 15,000,000",Utako Abuja,4,Terrace Duplex,Duplex,Utako,"₦ 15,000,000","₦15,000,000.00",15000000.0
1971,"₦ 5,000,000",Life Camp Abuja,2,Flat,Apartment,Life Camp,"₦ 5,000,000","₦5,000,000.00",5000000.0
1972,"₦ 8,000,000",Jahi Abuja,4,Flat,Apartment,Jahi,"₦ 8,000,000","₦8,000,000.00",8000000.0
1973,"₦ 8,000,000/year",Lugbe Abuja,4,Semi Detached Duplex,Duplex,Lugbe,"₦ 8,000,000","₦8,000,000.00",8000000.0
1974,"₦ 12,000,000",Garki 2 Abuja,4,Tarrace Duplex,Duplex,Garki,"₦ 12,000,000","₦12,000,000.00",12000000.0
1975,"₦ 9,000,000",Jahi Abuja,3,Apartment,Apartment,Jahi,"₦ 9,000,000","₦9,000,000.00",9000000.0
1976,"₦ 35,000,000/year",Maitama Abuja,4,Terrace Duplex With Bq,Duplex,Maitama,"₦ 35,000,000","₦35,000,000.00",35000000.0
1977,"₦ 60,000,000/year",Maitama Abuja,6,Detached Duplex,Duplex,Maitama,"₦ 60,000,000","₦60,000,000.00",60000000.0
1978,"₦ 19,000,000",Maitama Abuja,3,Flat,Apartment,Maitama,"₦ 19,000,000","₦19,000,000.00",19000000.0
1979,"₦ 35,000,000",Katampe Abuja,6,Semi Detached Duplex,Duplex,Katampe,"₦ 35,000,000","₦35,000,000.00",35000000.0
1980,"₦ 15,000,000",Wuse 2 Abuja,3,Bungalow,Bungalow,Wuse,"₦ 15,000,000","₦15,000,000.00",15000000.0
1981,"₦ 15,000,000/year",Guzape Abuja,4,Tarraced Duplex,Duplex,Guzape,"₦ 15,000,000","₦15,000,000.00",15000000.0
1982,"₦ 18,000,000/year",Utako Abuja,4,Tarraced Duplex,Duplex,Utako,"₦ 18,000,000","₦18,000,000.00",18000000.0
1984,"₦ 15,000,000/year",Kado Abuja,4,Tarraced Duplex,Duplex,Kado,"₦ 15,000,000","₦15,000,000.00",15000000.0
1985,"₦ 10,000,000/year",Katampe Abuja,4,Terrace Duplex,Duplex,Katampe,"₦ 10,000,000","₦10,000,000.00",10000000.0
1986,"₦ 40,000,000/year",Wuse 2 Abuja,4,4 Units Of Terrace Duplex,Duplex,Wuse,"₦ 40,000,000","₦40,000,000.00",40000000.0
1987,"₦ 50,000,000/year",Maitama Abuja,6,Detached Duplex,Duplex,Maitama,"₦ 50,000,000","₦50,000,000.00",50000000.0
1988,"₦ 35,000,000/year",Wuse 2 Abuja,4,Semi Detached Duplex,Duplex,Wuse,"₦ 35,000,000","₦35,000,000.00",35000000.0
1989,"₦ 8,000,000/year",Jabi Abuja,4,Terrace Duplex With Bq,Duplex,Jabi,"₦ 8,000,000","₦8,000,000.00",8000000.0
1991,"₦ 25,000,000/year",Katampe Abuja,4,Semi Detached Duplex,Duplex,Katampe,"₦ 25,000,000","₦25,000,000.00",25000000.0
1992,"₦ 25,000,000",Katampe Abuja,4,Tarrace Duplex,Duplex,Katampe,"₦ 25,000,000","₦25,000,000.00",25000000.0
1993,"₦ 30,000,000",Guzape Abuja,4,Tarrace Duplex,Duplex,Guzape,"₦ 30,000,000","₦30,000,000.00",30000000.0
1994,"₦ 4,000,000",Life Camp Abuja,3,Flat,Apartment,Life Camp,"₦ 4,000,000","₦4,000,000.00",4000000.0
1995,"₦ 25,000,000/year",Katampe Extension Katampe Extension Katampe Abuja,4,Luxury Semi Detached Duplex | Katampe Ext,Duplex,Katampe,"₦ 25,000,000","₦25,000,000.00",25000000.0
1996,"₦ 45,000,000/year",Maitama Abuja,5,Serviced Detached Duplex,Duplex,Maitama,"₦ 45,000,000","₦45,000,000.00",45000000.0
1997,"₦ 10,000,000/year",Life Camp Abuja,4,4bed Semi Detached Duplex With A Room Bq,Duplex,Life Camp,"₦ 10,000,000","₦10,000,000.00",10000000.0
1998,"₦ 15,000,000/year",Mabushi Abuja,4,Terraced Duplex,Duplex,Mabushi,"₦ 15,000,000","₦15,000,000.00",15000000.0
1999,"₦ 5,000,000/year",Jahi Abuja,6,6units Of 2 Bed Apartment With A Room Bq,Apartment,Jahi,"₦ 5,000,000","₦5,000,000.00",5000000.0
2000,"₦ 5,500,000/year",Wuye Abuja,3,Apartment,Apartment,Wuye,"₦ 5,500,000","₦5,500,000.00",5500000.0
2001,"₦ 18,000,000/year",Wuse 2 Abuja,5,Semi Detached Duplex With Bq,Duplex,Wuse,"₦ 18,000,000","₦18,000,000.00",18000000.0
2002,"₦ 9,000,000/year",Jahi District Jahi Abuja,3,Newly Built Flat,Apartment,Jahi,"₦ 9,000,000","₦9,000,000.00",9000000.0
2003,"₦ 72,000,000/year",Wuse 2 Abuja,4,4 Units Of Flat,Apartment,Wuse,"₦ 72,000,000","₦72,000,000.00",72000000.0
2005,"₦ 1,500,000/year",Maitama District Maitama Abuja,,Self Contain For Rent In Maitama,,Maitama,"₦ 1,500,000","₦1,500,000.00",1500000.0
2006,"₦ 2,500,000/year",Maitama District Maitama Abuja,1,1bedroom Flat For Rent In Maitama,Apartment,Maitama,"₦ 2,500,000","₦2,500,000.00",2500000.0
2007,"₦ 15,000,000/year",Wuse2 Wuse 2 Abuja,,Shop,,Wuse,"₦ 15,000,000","₦15,000,000.00",15000000.0
2008,"₦ 3,500,000/year",Wuse Zone2 Wuse 1 Abuja,1,Flat,Apartment,Wuse,"₦ 3,500,000","₦3,500,000.00",3500000.0
2009,"₦ 7,000,000/year",Kado District Kado Abuja,3,3bedroom Flat For Rent In Kado,Apartment,Kado,"₦ 7,000,000","₦7,000,000.00",7000000.0
2010,"₦ 10,000,000/year","Kado District, Kado Abuja",3,Terraced Duplex,Duplex,Kado,"₦ 10,000,000","₦10,000,000.00",10000000.0
2011,"₦ 4,500,000/year",Durumi Durumi Abuja,2,2bedroom Flat For Rent In Durumi,Apartment,Durumi,"₦ 4,500,000","₦4,500,000.00",4500000.0
2012,"₦ 25,000,000/year",Maitama District Maitama Abuja,5,Duplex,Duplex,Maitama,"₦ 25,000,000","₦25,000,000.00",25000000.0
2013,"₦ 350,000,000/year",Mabushi District Mabushi Abuja,4,Terrace Duplex,Duplex,Mabushi,"₦ 350,000,000","₦350,000,000.00",350000000.0
2014,"₦ 100,000,000/year",Main Asokoro Abuja,,Office Complex,,Asokoro,"₦ 100,000,000","₦100,000,000.00",100000000.0
2015,"₦ 10,000,000/year",Cedar Crest Hospital Apo Dutse Abuja,4,New Duplex With Bq To Let Behind Shoprite,,Apo,"₦ 10,000,000","₦10,000,000.00",10000000.0
2016,"₦ 40,000,000/year",Guzape Abuja,5,Luxury Finished s With Bq,,Guzape,"₦ 40,000,000","₦40,000,000.00",40000000.0
2017,"₦ 10,000,000/year",Before Godab Life Camp Abuja,4,Spaciously Finished s With Bq,,Life Camp,"₦ 10,000,000","₦10,000,000.00",10000000.0
2018,"₦ 6,000,000/year",Kaura (games Village) Abuja,3,Newly Built Apartment,Apartment,Kaura,"₦ 6,000,000","₦6,000,000.00",6000000.0
2019,"₦ 22,000,000/year",Gwarinpa Abuja,5,Detached Duplex With 3 Bq,Duplex,Gwarinpa,"₦ 22,000,000","₦22,000,000.00",22000000.0
2020,"₦ 4,500,000/year",Jabi Abuja,62,62m² Office Space,,Jabi,"₦ 4,500,000","₦4,500,000.00",4500000.0
2021,"₦ 3,000,000/year",Berger Clinic Life Camp Abuja,1,Nicely Finished,,Life Camp,"₦ 3,000,000","₦3,000,000.00",3000000.0
2022,"₦ 1,200,000/year",Utako Abuja,,Office Space,,Utako,"₦ 1,200,000","₦1,200,000.00",1200000.0
2023,"₦ 5,000,000/year",Maitama Abuja,75,75sqm Office Space In Maitama,,Maitama,"₦ 5,000,000","₦5,000,000.00",5000000.0
2024,"₦ 2,000,000/year",Ademola Adetokunbo Wuse 2 Abuja,,Shop Space,,Wuse,"₦ 2,000,000","₦2,000,000.00",2000000.0
2026,"₦ 1,500,000/year",Gwarimpa Extension Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
2027,"₦ 7,000,000","By A Major Avenue, Gwarinpa Abuja",,Shop Space,,Gwarinpa,"₦ 7,000,000","₦7,000,000.00",7000000.0
2031,"₦ 1,500,000/year",Bye Pass Karshi Abuja,4,Bungalow,Bungalow,Karshi,"₦ 1,500,000","₦1,500,000.00",1500000.0
2032,"₦ 8,000,000/year",Guzape Abuja,3,Flat,Apartment,Guzape,"₦ 8,000,000","₦8,000,000.00",8000000.0
2034,"₦ 8,000,000/year",Garki Garki 1 Abuja,2,Newly Built Flat,Apartment,Garki,"₦ 8,000,000","₦8,000,000.00",8000000.0
2035,"₦ 1,300,000/year",Efab Queens Gwarinpa Abuja,,Self Contain,,Gwarinpa,"₦ 1,300,000","₦1,300,000.00",1300000.0
2036,"₦ 1,000,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,000,000","₦1,000,000.00",1000000.0
2037,"₦ 1,200,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,200,000","₦1,200,000.00",1200000.0
2038,"₦ 1,300,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,300,000","₦1,300,000.00",1300000.0
2039,"₦ 3,000,000/year",Area 11 Garki 2 Abuja,,Shop/office Space,,Garki,"₦ 3,000,000","₦3,000,000.00",3000000.0
2040,"₦ 750,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 750,000","₦750,000.00",750000.0
2041,"₦ 85,000,000/year",Along Von Garden Estate Road Lugbe Abuja,4,Bungalow,Bungalow,Lugbe,"₦ 85,000,000","₦85,000,000.00",85000000.0
2042,"₦ 7,000,000/year",Gwarinpa Abuja,3,Newly Built Terraced Duplex,Duplex,Gwarinpa,"₦ 7,000,000","₦7,000,000.00",7000000.0
2043,"₦ 1,500,000/year",Gwarinpa Abuja,,Room Self Contain,Apartment,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
2044,"₦ 9,500,000/year",Gwarinpa Abuja,3,Bungalow With Bq,Bungalow,Gwarinpa,"₦ 9,500,000","₦9,500,000.00",9500000.0
2045,"₦ 1,200,000/year",Life Camp Abuja,,A Room Self Contained,Apartment,Life Camp,"₦ 1,200,000","₦1,200,000.00",1200000.0
2047,"₦ 2,000,000/year",Gwarinpa Abuja,,A Room Self Contained,Apartment,Gwarinpa,"₦ 2,000,000","₦2,000,000.00",2000000.0
2048,"₦ 20,000,000/year",Main Jabi Abuja,4,Terrace Duplex With Bq,Duplex,Jabi,"₦ 20,000,000","₦20,000,000.00",20000000.0
2050,"₦ 25,000,000/year",Katampe Abuja,4,Semi Detached Duplex,Duplex,Katampe,"₦ 25,000,000","₦25,000,000.00",25000000.0
2051,"₦ 20,000,000/year",Jahi Gilmore Jahi Abuja,4,Detached Duplex,Duplex,Jahi,"₦ 20,000,000","₦20,000,000.00",20000000.0
2052,"₦ 20,000,000",Wuse 2 Abuja,4,Gated Terraced Duplex With Bq,Duplex,Wuse,"₦ 20,000,000","₦20,000,000.00",20000000.0
2053,"₦ 85,000,000/year",Jabi Abuja,4,4bedroom Flat,Apartment,Jabi,"₦ 85,000,000","₦85,000,000.00",85000000.0
2054,"₦ 16,000,000/year",Guzape Abuja,4,4bedroom Terrace And A Room B.q,Duplex,Guzape,"₦ 16,000,000","₦16,000,000.00",16000000.0
2055,"₦ 13,000,000/year",Jahi Abuja,3,Newly Built Smart 3bedroom Flat And Room B.q,Apartment,Jahi,"₦ 13,000,000","₦13,000,000.00",13000000.0
2057,"₦ 10,000,000/year",Guzape Abuja,3,Blocks Of Flat,Apartment,Guzape,"₦ 10,000,000","₦10,000,000.00",10000000.0
2058,"$ 50,000/year",Wuse 2 Abuja,6,6 Units Of Duplex,Duplex,Wuse,"$ 50,000","₦67,748,500.00",67748500.0
2059,"₦ 15,000,000/year",Guzape Abuja,4,Terraced Duplex,Duplex,Guzape,"₦ 15,000,000","₦15,000,000.00",15000000.0
2060,"₦ 75,000,000/year",Maitama Abuja,3,3 Units Of Terrace Duplex,Duplex,Maitama,"₦ 75,000,000","₦75,000,000.00",75000000.0
2061,"₦ 10,000,000/year",Wuse 2 Abuja,3,Flat,Apartment,Wuse,"₦ 10,000,000","₦10,000,000.00",10000000.0
2062,"₦ 7,800,000/year",Garki 1 Abuja,130,130sqm Space,,Garki,"₦ 7,800,000","₦7,800,000.00",7800000.0
2063,"₦ 50,000,000/year",Maitama Abuja,4,Serviced Apartment,Apartment,Maitama,"₦ 50,000,000","₦50,000,000.00",50000000.0
2064,"₦ 66,600,000/year",Wuse 2 Abuja,,Commercial Space,,Wuse,"₦ 66,600,000","₦66,600,000.00",66600000.0
2065,"₦ 30,000,000/year",Wuse 2 Abuja,,Semi Detached Duplex,Duplex,Wuse,"₦ 30,000,000","₦30,000,000.00",30000000.0
2066,"₦ 15,000,000/year",Asokoro Abuja,4,Terraced Duplex,Duplex,Asokoro,"₦ 15,000,000","₦15,000,000.00",15000000.0
2068,"₦ 150,000/day","22 Kumasi Crescent, Wuse 2 Abuja",,Conference / Meeting / Training Room,Apartment,Wuse,"₦ 150,000","₦150,000.00",150000.0
2069,"₦ 6,500,000",Katampe Main Katampe Main Abuja,3,Neatly Built Flat | Katampe Main,Apartment,Katampe,"₦ 6,500,000","₦6,500,000.00",6500000.0
2070,"₦ 20,000,000/year",Kado Abuja,5,Massive Terrace Duplex With Bq,Duplex,Kado,"₦ 20,000,000","₦20,000,000.00",20000000.0
2071,"₦ 35,000,000/year",Wuse 2 Abuja,4,4 Unit Of Terraced Townhouse With A Bq,Duplex,Wuse,"₦ 35,000,000","₦35,000,000.00",35000000.0
2072,"₦ 25,000,000/year",Mabushi Mabushi Abuja,4,Semi Detached Duplex,Duplex,Mabushi,"₦ 25,000,000","₦25,000,000.00",25000000.0
2073,"₦ 250,000,000/year","Jabi, Main Jabi Abuja",,Commercial Complex Building,,Jabi,"₦ 250,000,000","₦250,000,000.00",250000000.0
2074,"₦ 2,000,000/year",Wuse 2 Abuja,,Room Self Contained,Apartment,Wuse,"₦ 2,000,000","₦2,000,000.00",2000000.0
2075,"₦ 1,200,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,200,000","₦1,200,000.00",1200000.0
2076,"₦ 8,000,000/year",Jahi Gilmor Jahi Abuja,3,Flat,Apartment,Jahi,"₦ 8,000,000","₦8,000,000.00",8000000.0
2077,"₦ 3,500,000/year",Lugbe Abuja,3,Newly Built Flat,Apartment,Lugbe,"₦ 3,500,000","₦3,500,000.00",3500000.0
2079,"₦ 1,500,000/year",Gwarimpa Extension Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
